run_id,itr,counts(idx=0),counts(idx=1),counts(idx=2),counts(idx=3),counts(idx=4),counts(idx=5),counts(idx=6),counts(idx=7),counts(idx=8),counts(idx=9),counts(idx=10),counts(idx=11),counts(idx=12),counts(idx=13),counts(idx=14),counts(idx=15),counts(idx=16),counts(idx=17),counts(idx=18),counts(idx=19)
273880ac-a4c8-41a5-9a68-9ecd24471e89,6,78,3,0,1,1,2,0,1,3,0,0,2,0,0,4,1,1,2,0,1
0700eac3-013b-4efc-a259-1fd327b6571a,20,85,1,0,3,4,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1
a71f5376-f752-41d4-b6df-dda7db57903f,13,58,3,2,5,3,0,1,0,3,3,2,1,5,1,0,2,6,1,3,1
273880ac-a4c8-41a5-9a68-9ecd24471e89,7,62,4,0,2,0,2,0,1,7,1,1,2,4,4,5,2,0,2,1,0
a71f5376-f752-41d4-b6df-dda7db57903f,14,46,3,6,4,2,2,3,0,2,4,4,1,4,3,1,3,6,2,3,1
273880ac-a4c8-41a5-9a68-9ecd24471e89,8,48,4,3,2,2,3,0,2,7,1,3,1,3,4,7,3,1,2,4,0
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
a71f5376-f752-41d4-b6df-dda7db57903f,15,81,2,1,1,0,1,0,2,2,1,3,0,1,0,2,0,0,1,1,1
273880ac-a4c8-41a5-9a68-9ecd24471e89,9,84,1,0,0,2,0,0,2,0,1,1,1,1,2,1,2,1,0,1,0
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,1,0,2,1,0,0,1,0,0,0,1,1,0,1,0,2,1,2,0,0,88
273880ac-a4c8-41a5-9a68-9ecd24471e89,10,87,0,0,1,3,3,0,1,0,0,0,1,1,1,0,0,1,1,0,0
a71f5376-f752-41d4-b6df-dda7db57903f,16,63,2,1,4,0,2,0,3,4,5,3,1,2,3,2,1,1,0,1,2
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,2,1,3,3,1,0,1,2,1,1,3,2,0,1,2,1,5,4,0,2,67
273880ac-a4c8-41a5-9a68-9ecd24471e89,11,73,0,1,1,5,4,0,2,0,1,2,2,1,3,1,1,1,1,0,1
a71f5376-f752-41d4-b6df-dda7db57903f,17,54,1,1,4,0,2,0,3,6,6,4,2,2,4,2,1,1,1,3,3
273880ac-a4c8-41a5-9a68-9ecd24471e89,12,65,1,2,2,6,3,2,3,1,1,1,3,3,3,1,0,1,1,0,1
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,3,0,0,2,4,0,2,2,0,1,1,0,3,0,0,1,1,0,2,4,77
273880ac-a4c8-41a5-9a68-9ecd24471e89,13,55,1,3,4,6,3,2,4,2,1,2,5,5,1,1,0,2,1,2,0
a71f5376-f752-41d4-b6df-dda7db57903f,18,79,0,0,1,2,0,1,3,0,0,1,1,3,1,1,0,0,5,1,1
273880ac-a4c8-41a5-9a68-9ecd24471e89,14,44,3,3,5,6,4,3,5,3,0,2,7,5,1,1,1,3,1,2,1
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,4,1,0,2,4,1,3,2,2,1,2,0,6,0,2,1,2,2,5,4,60
a71f5376-f752-41d4-b6df-dda7db57903f,19,64,1,2,2,2,1,2,3,2,2,2,3,6,1,1,1,1,2,1,1
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,5,0,0,1,2,1,1,2,2,0,0,1,1,0,2,0,1,1,0,1,84
273880ac-a4c8-41a5-9a68-9ecd24471e89,15,74,2,2,1,0,0,3,0,3,2,2,0,3,0,1,1,2,3,1,0
a71f5376-f752-41d4-b6df-dda7db57903f,20,54,1,3,3,4,2,2,3,4,3,1,3,6,1,1,1,3,2,1,2
273880ac-a4c8-41a5-9a68-9ecd24471e89,16,62,2,2,1,1,0,3,0,3,1,3,0,5,0,1,5,2,3,4,2
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,6,1,2,3,2,3,2,2,0,1,2,1,2,2,2,3,1,3,4,2,62
506c3399-45fb-407f-97e1-90816dcd50e6,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
273880ac-a4c8-41a5-9a68-9ecd24471e89,17,75,0,1,0,1,0,2,2,0,1,2,2,1,2,3,2,4,0,0,2
506c3399-45fb-407f-97e1-90816dcd50e6,1,0,0,2,0,1,2,0,0,1,1,1,2,1,2,1,0,1,2,1,82
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,7,2,6,2,3,3,4,2,1,1,1,1,2,2,2,3,2,3,5,3,52
506c3399-45fb-407f-97e1-90816dcd50e6,2,1,1,2,0,0,0,0,1,0,1,1,0,1,3,2,0,0,0,0,87
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,8,0,1,3,0,1,0,2,1,1,1,1,2,0,2,2,1,0,0,1,81
273880ac-a4c8-41a5-9a68-9ecd24471e89,18,52,2,2,3,2,3,6,4,1,1,2,1,2,2,5,3,2,3,2,2
506c3399-45fb-407f-97e1-90816dcd50e6,3,1,0,0,3,2,0,1,1,0,0,0,2,3,1,0,0,0,2,1,83
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,9,3,1,2,1,3,4,1,1,2,1,1,2,0,3,2,3,0,3,1,66
273880ac-a4c8-41a5-9a68-9ecd24471e89,19,41,4,2,5,3,3,8,6,1,0,3,2,2,2,4,4,2,3,2,3
506c3399-45fb-407f-97e1-90816dcd50e6,4,4,0,3,2,3,0,3,2,1,1,0,3,3,1,2,2,2,3,0,65
273880ac-a4c8-41a5-9a68-9ecd24471e89,20,85,1,1,0,0,0,0,3,1,1,2,3,0,1,1,1,0,0,0,0
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,10,2,2,2,4,5,1,2,1,2,3,0,4,4,4,1,4,3,1,2,53
506c3399-45fb-407f-97e1-90816dcd50e6,5,3,2,5,3,4,0,4,5,2,1,1,3,2,3,3,4,1,3,1,50
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,11,0,0,1,0,1,1,1,0,3,1,0,0,0,2,0,1,1,2,2,84
506c3399-45fb-407f-97e1-90816dcd50e6,6,0,0,1,0,1,1,1,0,1,1,2,2,3,2,1,2,1,1,2,78
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,12,0,4,2,1,1,2,2,1,2,2,0,3,0,2,1,1,2,2,2,70
506c3399-45fb-407f-97e1-90816dcd50e6,7,2,0,3,0,0,0,0,0,0,1,0,1,1,2,0,1,1,0,0,88
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,13,4,4,1,3,1,1,1,3,2,2,1,3,1,2,1,1,2,4,3,60
506c3399-45fb-407f-97e1-90816dcd50e6,8,4,0,5,4,1,1,0,3,3,1,1,2,3,4,1,2,2,0,0,63
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,14,3,4,1,4,3,0,2,5,4,1,2,2,3,1,0,3,3,5,5,49
506c3399-45fb-407f-97e1-90816dcd50e6,9,6,0,5,4,1,4,1,3,2,2,1,3,4,6,5,2,3,2,1,45
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,15,3,0,0,1,4,1,1,0,1,1,2,1,2,0,0,2,2,1,0,78
506c3399-45fb-407f-97e1-90816dcd50e6,10,0,0,1,1,1,1,2,0,2,0,0,1,1,1,3,1,1,3,0,81
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,16,3,2,1,1,7,2,2,1,1,4,4,1,3,0,1,1,3,0,0,63
506c3399-45fb-407f-97e1-90816dcd50e6,11,2,0,0,1,2,1,2,3,2,3,2,1,3,0,1,1,3,1,0,72
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,17,2,2,3,1,5,3,2,2,2,2,4,4,3,0,1,5,7,2,0,50
506c3399-45fb-407f-97e1-90816dcd50e6,12,5,1,2,3,2,3,2,3,2,2,2,2,2,2,2,0,3,2,0,60
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,18,0,1,0,0,1,0,2,0,1,2,1,2,0,1,1,1,0,1,0,86
506c3399-45fb-407f-97e1-90816dcd50e6,13,4,1,2,3,3,4,6,3,4,3,4,1,3,1,2,0,3,4,1,48
506c3399-45fb-407f-97e1-90816dcd50e6,14,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,1,3,90
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,19,1,2,1,0,2,0,4,1,0,1,4,4,2,1,1,2,2,2,2,68
bae2ae79-84b1-43fc-8b28-2db7c9d7cabc,20,1,2,2,0,2,1,6,1,2,1,4,4,1,0,1,4,2,2,2,62
506c3399-45fb-407f-97e1-90816dcd50e6,15,3,2,1,0,0,2,2,2,1,1,0,2,1,3,3,3,1,2,3,68
506c3399-45fb-407f-97e1-90816dcd50e6,16,3,2,1,1,4,2,4,2,1,1,0,2,1,5,5,3,2,5,4,52
1d7a3fea-a336-48a2-bb33-55e1294e7b27,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
506c3399-45fb-407f-97e1-90816dcd50e6,17,2,3,1,2,5,2,4,2,1,2,2,3,2,3,6,3,1,6,5,45
1d7a3fea-a336-48a2-bb33-55e1294e7b27,1,2,4,1,3,1,5,0,1,0,1,2,1,0,0,1,0,0,1,1,76
506c3399-45fb-407f-97e1-90816dcd50e6,18,1,2,1,1,1,0,1,1,0,0,0,1,0,2,0,0,1,0,1,87
1d7a3fea-a336-48a2-bb33-55e1294e7b27,2,2,3,2,2,1,3,0,2,2,2,3,3,2,0,4,2,1,1,3,62
506c3399-45fb-407f-97e1-90816dcd50e6,19,1,2,3,2,1,3,2,1,1,0,2,5,1,1,0,0,3,2,2,68
506c3399-45fb-407f-97e1-90816dcd50e6,20,1,2,4,1,1,4,3,1,1,1,2,7,2,1,2,1,4,4,1,57
1d7a3fea-a336-48a2-bb33-55e1294e7b27,3,3,2,3,4,1,6,2,3,1,3,3,4,1,0,5,2,3,1,5,48
1d7a3fea-a336-48a2-bb33-55e1294e7b27,4,2,0,1,2,0,3,1,0,2,0,2,1,1,0,1,1,2,0,0,81
1d7a3fea-a336-48a2-bb33-55e1294e7b27,5,3,1,3,3,1,3,2,2,3,0,2,2,2,1,1,3,2,1,2,63
6dfb248b-3f57-4080-97eb-83bf1a2d0447,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1d7a3fea-a336-48a2-bb33-55e1294e7b27,6,1,1,1,1,1,3,1,1,5,1,1,2,1,3,0,0,2,0,1,74
f29f8706-d70c-4d61-bc7e-166269222843,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6dfb248b-3f57-4080-97eb-83bf1a2d0447,1,0,1,1,1,0,2,0,1,2,2,1,0,3,3,1,1,0,0,1,80
f29f8706-d70c-4d61-bc7e-166269222843,1,0,0,1,0,1,1,0,1,1,0,1,4,1,2,1,0,0,2,0,84
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6dfb248b-3f57-4080-97eb-83bf1a2d0447,2,1,0,1,3,1,1,1,0,1,0,2,1,0,2,2,1,1,2,2,78
1d7a3fea-a336-48a2-bb33-55e1294e7b27,7,1,1,3,1,3,0,0,1,3,0,1,1,2,1,1,3,4,1,4,69
f29f8706-d70c-4d61-bc7e-166269222843,2,0,1,3,0,3,2,0,4,2,1,1,4,1,5,2,0,0,3,0,68
6dfb248b-3f57-4080-97eb-83bf1a2d0447,3,2,1,1,2,1,2,1,0,2,0,0,1,2,1,1,0,1,1,2,79
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,1,2,1,1,1,2,3,1,0,0,3,0,3,2,0,0,0,0,1,0,80
1d7a3fea-a336-48a2-bb33-55e1294e7b27,8,3,1,3,2,4,1,2,2,5,2,3,3,1,2,3,4,5,1,6,47
f29f8706-d70c-4d61-bc7e-166269222843,3,1,1,2,1,1,1,2,1,1,2,0,2,1,2,1,0,1,0,1,79
6dfb248b-3f57-4080-97eb-83bf1a2d0447,4,0,1,3,3,2,3,3,0,4,1,1,2,2,2,2,1,1,2,2,65
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,2,2,2,1,5,2,4,2,0,1,3,2,0,3,1,2,0,1,1,1,67
1d7a3fea-a336-48a2-bb33-55e1294e7b27,9,1,2,2,1,1,1,2,1,0,2,1,2,0,0,0,0,0,1,1,82
f29f8706-d70c-4d61-bc7e-166269222843,4,1,1,2,1,3,1,2,3,1,2,1,4,0,3,3,1,2,0,1,68
6dfb248b-3f57-4080-97eb-83bf1a2d0447,5,1,0,4,5,4,4,6,0,4,2,3,3,1,2,2,1,3,3,2,50
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,3,3,2,3,3,3,6,3,2,2,2,3,0,3,3,3,0,1,1,0,57
f29f8706-d70c-4d61-bc7e-166269222843,5,1,2,3,2,4,1,2,3,1,3,2,4,2,3,6,2,2,0,1,56
1d7a3fea-a336-48a2-bb33-55e1294e7b27,10,3,1,3,2,2,1,3,2,2,2,3,2,0,2,1,3,1,2,2,63
6dfb248b-3f57-4080-97eb-83bf1a2d0447,6,0,0,1,1,1,0,1,1,0,3,2,1,1,1,0,1,1,0,0,85
f29f8706-d70c-4d61-bc7e-166269222843,6,3,1,3,1,5,1,3,3,4,3,2,4,4,4,4,0,2,2,2,49
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,4,0,0,0,1,0,0,2,1,4,2,2,2,0,3,0,0,2,0,2,79
1d7a3fea-a336-48a2-bb33-55e1294e7b27,11,0,1,1,3,1,2,1,0,0,3,0,0,1,4,1,0,1,1,1,79
6dfb248b-3f57-4080-97eb-83bf1a2d0447,7,0,0,1,3,2,0,1,1,1,1,3,4,4,2,1,1,3,0,1,71
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,5,2,0,1,2,1,0,2,2,4,3,3,2,0,3,3,0,2,1,1,68
f29f8706-d70c-4d61-bc7e-166269222843,7,1,0,1,2,2,1,1,2,0,3,1,4,1,1,0,0,0,0,1,79
6dfb248b-3f57-4080-97eb-83bf1a2d0447,8,0,0,1,5,3,1,0,3,1,2,4,4,5,2,2,4,3,2,2,56
1d7a3fea-a336-48a2-bb33-55e1294e7b27,12,0,3,1,4,2,3,1,3,1,3,0,3,2,4,2,1,1,2,3,61
f29f8706-d70c-4d61-bc7e-166269222843,8,2,1,2,3,2,2,2,1,2,2,2,4,1,2,1,0,2,2,3,64
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,6,2,1,2,2,2,1,3,5,2,1,3,2,2,3,4,4,4,3,2,52
1d7a3fea-a336-48a2-bb33-55e1294e7b27,13,2,3,2,5,4,2,0,3,2,2,0,4,4,3,1,3,0,2,4,54
6dfb248b-3f57-4080-97eb-83bf1a2d0447,9,0,1,1,5,2,1,1,3,1,5,2,6,6,4,2,5,5,6,2,42
f29f8706-d70c-4d61-bc7e-166269222843,9,3,1,3,3,3,3,2,1,2,3,5,6,1,2,1,0,2,3,2,54
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,7,3,1,1,1,1,0,1,2,0,0,2,1,0,1,0,1,1,0,1,83
1d7a3fea-a336-48a2-bb33-55e1294e7b27,14,2,3,3,4,5,3,0,3,2,2,1,5,6,4,1,3,1,5,4,43
f29f8706-d70c-4d61-bc7e-166269222843,10,3,1,1,2,4,3,2,1,5,5,5,7,0,5,2,0,1,5,2,46
6dfb248b-3f57-4080-97eb-83bf1a2d0447,10,0,2,1,1,0,0,0,1,1,0,0,1,1,1,2,1,0,0,3,85
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,8,3,2,3,1,2,1,2,2,2,0,3,2,3,3,1,1,3,1,2,63
6dfb248b-3f57-4080-97eb-83bf1a2d0447,11,0,1,0,1,0,0,1,0,0,0,3,0,0,2,2,0,1,2,0,87
f29f8706-d70c-4d61-bc7e-166269222843,11,0,1,1,1,1,2,0,0,0,3,0,1,0,1,0,3,1,1,0,84
1d7a3fea-a336-48a2-bb33-55e1294e7b27,15,1,1,2,1,0,2,2,2,0,1,0,2,2,1,0,1,1,0,1,80
f29f8706-d70c-4d61-bc7e-166269222843,12,2,2,1,2,2,3,1,0,0,4,1,2,2,3,0,4,1,0,1,69
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,9,1,2,5,1,2,6,1,3,3,1,4,2,2,5,0,1,5,2,2,52
1d7a3fea-a336-48a2-bb33-55e1294e7b27,16,3,2,2,1,0,2,2,0,0,4,1,1,5,5,1,1,2,0,2,66
6dfb248b-3f57-4080-97eb-83bf1a2d0447,12,0,1,3,0,2,0,3,3,3,0,1,0,2,1,0,1,2,0,2,76
f29f8706-d70c-4d61-bc7e-166269222843,13,1,2,2,2,2,4,2,4,1,4,2,2,0,5,0,6,1,1,2,57
1d7a3fea-a336-48a2-bb33-55e1294e7b27,17,3,3,2,1,0,3,2,1,2,4,1,0,4,6,1,1,2,2,2,60
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,10,1,1,11,2,2,7,1,4,5,2,3,1,3,5,2,1,6,3,4,36
6dfb248b-3f57-4080-97eb-83bf1a2d0447,13,2,1,0,1,2,2,0,1,1,0,0,1,1,0,0,1,0,0,2,85
f29f8706-d70c-4d61-bc7e-166269222843,14,2,3,3,2,2,4,4,6,2,3,2,1,1,5,0,7,3,2,1,47
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,11,1,0,1,1,0,3,1,2,0,0,0,2,1,0,0,1,1,0,1,85
6dfb248b-3f57-4080-97eb-83bf1a2d0447,14,1,0,1,0,2,1,0,2,1,1,0,0,1,2,2,0,1,1,6,78
1d7a3fea-a336-48a2-bb33-55e1294e7b27,18,1,3,2,1,2,5,3,3,2,4,1,3,8,6,3,1,2,2,2,46
f29f8706-d70c-4d61-bc7e-166269222843,15,0,1,0,2,1,1,3,1,2,1,1,0,0,1,1,1,0,1,0,83
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,12,1,1,2,2,1,5,0,2,0,2,1,3,3,1,0,2,4,1,1,68
6dfb248b-3f57-4080-97eb-83bf1a2d0447,15,3,2,1,2,2,2,1,3,2,1,3,1,1,4,2,1,1,1,6,61
1d7a3fea-a336-48a2-bb33-55e1294e7b27,19,0,1,1,0,2,4,1,1,2,1,0,3,0,2,1,2,0,0,1,78
f29f8706-d70c-4d61-bc7e-166269222843,16,0,3,1,1,2,1,3,4,5,1,2,1,1,1,1,1,1,1,1,69
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,13,2,2,4,3,2,6,3,3,0,2,2,3,3,1,1,3,4,0,0,56
6dfb248b-3f57-4080-97eb-83bf1a2d0447,16,3,2,2,4,4,2,1,4,5,2,6,1,2,3,2,1,1,0,6,49
1d7a3fea-a336-48a2-bb33-55e1294e7b27,20,0,2,3,0,3,3,1,1,3,3,1,5,1,1,3,3,0,0,2,65
f29f8706-d70c-4d61-bc7e-166269222843,17,1,4,4,2,2,4,3,5,6,1,2,0,1,1,1,2,2,2,1,56
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,14,4,2,4,4,2,7,4,3,0,2,1,3,3,1,3,3,5,1,2,46
6dfb248b-3f57-4080-97eb-83bf1a2d0447,17,3,3,0,0,0,1,3,0,2,1,0,1,1,0,0,2,2,1,0,80
f29f8706-d70c-4d61-bc7e-166269222843,18,1,5,4,2,1,5,5,4,6,1,6,2,1,2,1,2,2,3,1,46
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,15,0,0,2,0,3,1,0,0,0,1,3,1,0,3,0,0,0,0,0,86
f29f8706-d70c-4d61-bc7e-166269222843,19,1,2,0,1,0,2,1,1,0,1,0,1,2,1,1,1,0,0,0,85
6dfb248b-3f57-4080-97eb-83bf1a2d0447,18,5,3,1,2,1,1,3,2,2,2,0,1,2,1,4,4,4,2,0,60
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,16,0,4,2,0,4,2,0,1,2,3,3,3,0,4,2,1,1,0,0,68
f29f8706-d70c-4d61-bc7e-166269222843,20,2,3,1,2,1,2,1,3,0,2,1,1,1,2,0,0,0,2,1,75
6dfb248b-3f57-4080-97eb-83bf1a2d0447,19,6,4,1,2,1,3,5,1,2,6,2,1,3,1,5,3,4,4,1,45
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,17,1,4,2,2,5,2,0,3,0,4,4,5,2,6,5,1,1,2,0,51
6dfb248b-3f57-4080-97eb-83bf1a2d0447,20,1,0,1,0,2,2,1,1,0,2,0,0,0,1,0,2,0,0,0,87
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,18,2,0,0,2,2,1,0,0,2,1,0,4,0,2,0,1,3,0,0,80
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,19,4,0,1,3,2,2,0,1,3,2,2,5,2,3,0,0,5,2,1,62
4b0e362c-9af1-4f9a-b49b-b50d4f3421d4,20,1,0,1,3,1,1,1,1,1,0,0,1,0,0,1,2,0,3,3,80
be667389-63d8-4577-99bd-b33b7c49aa70,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
be667389-63d8-4577-99bd-b33b7c49aa70,1,2,0,2,3,76,2,0,2,1,3,0,1,1,1,3,0,0,2,0,1
be667389-63d8-4577-99bd-b33b7c49aa70,2,3,4,3,4,63,3,1,2,1,5,0,2,0,3,1,1,0,1,1,2
be667389-63d8-4577-99bd-b33b7c49aa70,3,1,0,1,3,87,2,1,1,1,0,0,0,0,1,0,0,0,1,1,0
be667389-63d8-4577-99bd-b33b7c49aa70,4,3,1,3,5,63,4,2,1,1,4,1,1,1,2,0,1,0,1,1,5
be667389-63d8-4577-99bd-b33b7c49aa70,5,3,2,1,4,54,4,2,2,2,4,4,2,2,2,2,1,0,4,1,4
be667389-63d8-4577-99bd-b33b7c49aa70,6,3,2,2,1,42,4,3,3,3,4,5,3,2,4,2,4,1,4,2,6
be667389-63d8-4577-99bd-b33b7c49aa70,7,2,0,0,0,81,0,2,1,2,1,0,2,0,1,1,2,0,3,1,1
be667389-63d8-4577-99bd-b33b7c49aa70,8,1,0,2,0,68,1,4,3,3,1,1,4,1,1,1,3,0,3,2,1
be667389-63d8-4577-99bd-b33b7c49aa70,9,3,1,2,3,55,2,4,3,3,1,2,4,0,3,1,2,1,6,1,3
be667389-63d8-4577-99bd-b33b7c49aa70,10,1,1,3,1,77,0,1,1,1,1,1,1,3,1,2,0,3,1,0,1
be667389-63d8-4577-99bd-b33b7c49aa70,11,0,1,3,1,69,0,0,1,1,2,7,3,1,4,2,0,1,2,1,1
be667389-63d8-4577-99bd-b33b7c49aa70,12,2,3,2,1,55,0,1,2,2,3,6,2,2,4,2,1,3,3,3,3
be667389-63d8-4577-99bd-b33b7c49aa70,13,0,4,2,1,50,0,1,2,3,4,6,2,4,5,3,1,2,3,2,5
be667389-63d8-4577-99bd-b33b7c49aa70,14,0,2,0,2,75,1,2,1,1,1,2,2,3,1,2,0,2,1,1,1
8348afd2-81cb-4b11-b6a5-befecf3f873a,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
be667389-63d8-4577-99bd-b33b7c49aa70,15,2,4,1,1,59,2,2,3,3,3,2,1,4,4,2,0,2,1,1,3
8348afd2-81cb-4b11-b6a5-befecf3f873a,1,2,0,1,1,80,3,2,2,1,0,4,0,0,0,0,2,2,0,0,0
be667389-63d8-4577-99bd-b33b7c49aa70,16,2,4,3,2,46,2,4,2,4,3,3,1,5,3,3,2,4,1,1,5
8348afd2-81cb-4b11-b6a5-befecf3f873a,2,2,0,2,1,70,2,2,2,2,0,2,2,2,2,1,2,2,0,3,1
be667389-63d8-4577-99bd-b33b7c49aa70,17,1,0,2,0,80,2,1,0,1,1,0,2,1,1,2,0,1,3,1,1
8348afd2-81cb-4b11-b6a5-befecf3f873a,3,4,0,5,2,51,4,3,4,1,1,4,3,1,4,3,3,4,0,2,1
be667389-63d8-4577-99bd-b33b7c49aa70,18,1,1,2,1,68,3,1,1,1,1,3,3,2,2,1,1,3,2,2,1
be667389-63d8-4577-99bd-b33b7c49aa70,19,0,2,1,2,60,4,3,2,2,2,4,2,2,3,1,1,3,3,2,1
8348afd2-81cb-4b11-b6a5-befecf3f873a,4,2,1,1,1,81,1,0,3,1,1,1,1,1,2,1,1,0,1,0,0
be667389-63d8-4577-99bd-b33b7c49aa70,20,0,3,0,3,53,4,2,2,3,2,5,4,3,3,3,1,3,3,2,1
8348afd2-81cb-4b11-b6a5-befecf3f873a,5,0,0,1,0,83,1,4,0,2,2,0,0,1,0,1,0,1,1,3,0
c3231aab-9a37-4ddf-a407-0514a9879b2a,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8348afd2-81cb-4b11-b6a5-befecf3f873a,6,1,1,3,0,69,2,3,0,4,5,0,0,4,0,2,1,2,0,3,0
c3231aab-9a37-4ddf-a407-0514a9879b2a,1,0,1,1,0,85,2,1,0,0,0,1,3,0,0,1,2,2,0,0,1
8348afd2-81cb-4b11-b6a5-befecf3f873a,7,1,2,2,1,57,2,4,1,4,4,0,1,5,2,2,1,3,1,4,3
c3231aab-9a37-4ddf-a407-0514a9879b2a,2,0,2,2,1,77,2,2,0,3,1,3,2,0,0,0,1,0,1,1,2
8348afd2-81cb-4b11-b6a5-befecf3f873a,8,1,2,2,3,44,3,3,2,5,4,3,1,5,4,1,0,5,2,5,5
c3231aab-9a37-4ddf-a407-0514a9879b2a,3,1,3,2,3,59,3,2,1,3,2,2,2,1,0,2,3,1,1,3,6
6927f05b-5413-4316-8495-2212f74e7b28,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8348afd2-81cb-4b11-b6a5-befecf3f873a,9,2,0,0,3,82,0,1,1,2,0,0,0,2,0,2,0,3,2,0,0
c3231aab-9a37-4ddf-a407-0514a9879b2a,4,3,2,3,6,51,6,4,2,4,4,2,1,1,0,0,2,1,3,2,3
6927f05b-5413-4316-8495-2212f74e7b28,1,0,1,0,1,85,0,0,2,2,0,1,1,1,0,2,1,2,1,0,0
c3231aab-9a37-4ddf-a407-0514a9879b2a,5,1,1,0,0,86,1,3,3,0,0,2,0,2,1,0,0,0,0,0,0
8348afd2-81cb-4b11-b6a5-befecf3f873a,10,4,1,1,4,67,0,1,3,1,1,1,2,2,1,4,0,2,4,0,1
6927f05b-5413-4316-8495-2212f74e7b28,2,0,0,1,2,82,1,3,1,1,1,1,1,0,0,1,0,1,0,2,2
c3231aab-9a37-4ddf-a407-0514a9879b2a,6,1,0,2,0,83,2,1,1,1,0,1,0,0,1,2,0,4,0,1,0
8348afd2-81cb-4b11-b6a5-befecf3f873a,11,6,1,3,4,53,1,5,3,1,1,2,1,2,3,6,1,3,4,0,0
c3231aab-9a37-4ddf-a407-0514a9879b2a,7,1,1,3,2,63,3,6,2,2,0,3,0,0,2,3,1,3,2,1,2
c3231aab-9a37-4ddf-a407-0514a9879b2a,8,1,3,3,2,54,2,6,4,2,0,5,0,0,2,2,2,3,2,2,5
8348afd2-81cb-4b11-b6a5-befecf3f873a,12,5,1,5,4,45,1,6,2,1,1,3,2,2,3,5,4,3,4,2,1
c3231aab-9a37-4ddf-a407-0514a9879b2a,9,3,2,5,2,48,1,3,5,2,0,6,0,2,1,2,1,7,3,2,5
8348afd2-81cb-4b11-b6a5-befecf3f873a,13,1,0,0,0,86,1,1,0,1,1,0,0,1,3,1,2,1,0,1,0
c3231aab-9a37-4ddf-a407-0514a9879b2a,10,2,1,0,1,84,2,1,1,0,0,0,0,1,0,0,3,1,1,1,1
6927f05b-5413-4316-8495-2212f74e7b28,3,1,0,2,3,66,3,3,2,1,3,2,1,1,0,2,2,1,4,2,1
